,text,label,sents,clean_text,words
947,可能是因为去的时候是高峰期人多，池子里的水感觉脏脏的像飘着一层皮屑。环境一般般吧，每个水池的温度差不多理疗效果有没有就不知道了。总的来说这家店一般般吧,1,"['可能是因为去的时候是高峰期人多，池子里的水感觉脏脏的像飘着一层皮屑。', '环境一般般吧，每个水池的温度差不多理疗效果有没有就不知道了。', '总的来说这家店一般般吧']",可能是因为去的时候是高峰期人多池子里的水感觉脏脏的像飘着一层皮屑环境一般般吧每个水池的温度差不多理疗效果有没有就不知道了总的来说这家店一般般吧,"['可能', '是因为', '去', '的', '时候', '是', '高峰期', '人多', '池子', '里', '的', '水', '感觉', '脏脏', '的', '像', '飘', '着', '一层', '皮屑', '环境', '一般般', '吧', '每个', '水池', '的', '温度', '差不多', '理疗', '效果', '有没有', '就', '不', '知道', '了', '总的来说', '这家', '店', '一般般', '吧']"
948,酒店在繁华市中心交通便利离地铁站也就一公里左右，交通便利位置贼好。环境真的好评，设计的很用心，让我在慵懒的午后尽情享受欧洲小镇的风情。,1,"['酒店在繁华市中心交通便利离地铁站也就一公里左右，交通便利位置贼好。', '环境真的好评，设计的很用心，让我在慵懒的午后尽情享受欧洲小镇的风情。']",酒店在繁华市中心交通便利离地铁站也就一公里左右交通便利位置贼好环境真的好评设计的很用心让我在慵懒的午后尽情享受欧洲小镇的风情,"['酒店', '在', '繁华', '市中心', '交通', '便利', '离', '地铁站', '也', '就', '一', '公里', '左右', '交通', '便利', '位置', '贼', '好', '环境', '真的', '好评', '设计', '的', '很', '用心', '让', '我', '在', '慵懒', '的', '午后', '尽情', '享受', '欧洲', '小镇', '的', '风情']"
949,温泉样式比较多，水质一般，算是无功无过吧。但是房间的环境感觉很差，很潮湿，地板上还有小裂缝，跟服务员反映换房也是不耐烦的样子，最后干脆就没人管了？失望。,1,"['温泉样式比较多，水质一般，算是无功无过吧。', '但是房间的环境感觉很差，很潮湿，地板上还有小裂缝，跟服务员反映换房也是不耐烦的样子，最后干脆就没人管了？', '失望。']",温泉样式比较多水质一般算是无功无过吧但是房间的环境感觉很差很潮湿地板上还有小裂缝跟服务员反映换房也是不耐烦的样子最后干脆就没人管了失望,"['温泉', '样式', '比较', '多', '水质', '一般', '算是', '无功', '无过', '吧', '但是', '房间', '的', '环境', '感觉', '很差', '很', '潮湿', '地板', '上', '还有', '小', '裂缝', '跟', '服务员', '反映', '换房', '也', '是', '不耐烦', '的', '样子', '最后', '干脆', '就', '没人管', '了', '失望']"
950,和同学一起来玩的哈哈，离景区还是很近的，也很方便。关键是温泉真的炒鸡好啊！水质特别好，泡一天让人感觉身心轻松，房间设施和卫生条件都是很不错的，度过了一个闺蜜之夜，很棒！,1,"['和同学一起来玩的哈哈，离景区还是很近的，也很方便。', '关键是温泉真的炒鸡好啊！', '水质特别好，泡一天让人感觉身心轻松，房间设施和卫生条件都是很不错的，度过了一个闺蜜之夜，很棒！']",和同学一起来玩的哈哈离景区还是很近的也很方便关键是温泉真的炒鸡好啊水质特别好泡一天让人感觉身心轻松房间设施和卫生条件都是很不错的度过了一个闺蜜之夜很棒,"['和', '同学', '一', '起来', '玩', '的', '哈哈', '离', '景区', '还是', '很近', '的', '也', '很', '方便', '关键', '是', '温泉', '真的', '炒鸡', '好', '啊', '水质', '特别', '好', '泡', '一天', '让', '人', '感觉', '身心', '轻松', '房间', '设施', '和', '卫生条件', '都', '是', '很', '不错', '的', '度过', '了', '一个', '闺蜜', '之夜', '很棒']"
951,养生度假村嘛，价格比较贵，房间价格都是1000以上，但是房间设施不是很好，电视刚开始不能看，后面让服务员来调试了才能正常使用，浴室、房间的卫生做的也不是很好，总有一些打扫不干净的地方，而且酒店的床也不是很好。可能去的时候环境质量比较差，没有图片上的好看，住着也不是很舒服，性价比低。服务态度勉强还行，个别服务员对我们的要求爱答不理的。度假村内的环境也不是特别好，路上还是有垃圾。希望以后能有所改善。,1,"['养生度假村嘛，价格比较贵，房间价格都是1000以上，但是房间设施不是很好，电视刚开始不能看，后面让服务员来调试了才能正常使用，浴室、房间的卫生做的也不是很好，总有一些打扫不干净的地方，而且酒店的床也不是很好。', '可能去的时候环境质量比较差，没有图片上的好看，住着也不是很舒服，性价比低。', '服务态度勉强还行，个别服务员对我们的要求爱答不理的。', '度假村内的环境也不是特别好，路上还是有垃圾。', '希望以后能有所改善。']",养生度假村嘛价格比较贵房间价格都是以上但是房间设施不是很好电视刚开始不能看后面让服务员来调试了才能正常使用浴室房间的卫生做的也不是很好总有一些打扫不干净的地方而且酒店的床也不是很好可能去的时候环境质量比较差没有图片上的好看住着也不是很舒服性价比低服务态度勉强还行个别服务员对我们的要求爱答不理的度假村内的环境也不是特别好路上还是有垃圾希望以后能有所改善,"['养生', '度假村', '嘛', '价格', '比较', '贵', '房间', '价格', '都', '是', '以上', '但是', '房间', '设施', '不是', '很', '好', '电视', '刚', '开始', '不能', '看', '后面', '让', '服务员', '来', '调试', '了', '才能', '正常', '使用', '浴室', '房间', '的', '卫生', '做', '的', '也', '不是', '很', '好', '总有', '一些', '打扫', '不', '干净', '的', '地方', '而且', '酒店', '的', '床', '也', '不是', '很', '好', '可能', '去', '的', '时候', '环境质量', '比较', '差', '没有', '图片', '上', '的', '好看', '住', '着', '也', '不是', '很', '舒服', '性价比', '低', '服务态度', '勉强', '还', '行', '个别', '服务员', '对', '我们', '的', '要求', '爱答不理', '的', '度假村', '内', '的', '环境', '也', '不是', '特别', '好', '路上', '还是', '有', '垃圾', '希望', '以后', '能', '有所改善']"
952,一大家子一起来的，体验很棒！主题房间很有趣，小表妹玩得很开心。房间价格比较高，但是物有所值，房间挺大的，住着也挺舒服的。而且海景房的观海体验很棒，风景很好！酒店提供的服务也很完整，设施不错，可以游泳超棒！提供早餐，很好吃。酒店位置很好，就在景区内，去景点比较方便，并且距离机场有一个小时的车程，比较靠近火车站，有接送服务，就不用太担心这个问题。服务也很热情，没有因为比较繁忙而服务态度变差，下次有机会还会来的！,1,"['一大家子一起来的，体验很棒！', '主题房间很有趣，小表妹玩得很开心。', '房间价格比较高，但是物有所值，房间挺大的，住着也挺舒服的。', '而且海景房的观海体验很棒，风景很好！', '酒店提供的服务也很完整，设施不错，可以游泳超棒！', '提供早餐，很好吃。', '酒店位置很好，就在景区内，去景点比较方便，并且距离机场有一个小时的车程，比较靠近火车站，有接送服务，就不用太担心这个问题。', '服务也很热情，没有因为比较繁忙而服务态度变差，下次有机会还会来的！']",一大家子一起来的体验很棒主题房间很有趣小表妹玩得很开心房间价格比较高但是物有所值房间挺大的住着也挺舒服的而且海景房的观海体验很棒风景很好酒店提供的服务也很完整设施不错可以游泳超棒提供早餐很好吃酒店位置很好就在景区内去景点比较方便并且距离机场有一个小时的车程比较靠近火车站有接送服务就不用太担心这个问题服务也很热情没有因为比较繁忙而服务态度变差下次有机会还会来的,"['一大家子', '一', '起来', '的', '体验', '很棒', '主题', '房间', '很', '有趣', '小表妹', '玩得', '很', '开心', '房间', '价格', '比较', '高', '但是', '物有所值', '房间', '挺大', '的', '住', '着', '也', '挺舒服', '的', '而且', '海景房', '的', '观海', '体验', '很棒', '风景', '很', '好', '酒店', '提供', '的', '服务', '也', '很', '完整', '设施', '不错', '可以', '游泳', '超棒', '提供', '早餐', '很', '好吃', '酒店', '位置', '很', '好', '就', '在', '景区', '内去', '景点', '比较', '方便', '并且', '距离', '机场', '有', '一个', '小时', '的', '车程', '比较', '靠近', '火车站', '有', '接送', '服务', '就', '不用', '太', '担心', '这个', '问题', '服务', '也', '很', '热情', '没有', '因为', '比较', '繁忙', '而', '服务态度', '变差', '下次', '有', '机会', '还会来', '的']"
953,温泉水质不是很有特色的那种。池子的清洁做的不够，还是会在水中看到污物。很多池子不能使用，房间里有发霉的迹象，平时打扫不多吧。服务有点懒散，免费供应的食品没什么意义。希望可以改进。,1,"['温泉水质不是很有特色的那种。', '池子的清洁做的不够，还是会在水中看到污物。', '很多池子不能使用，房间里有发霉的迹象，平时打扫不多吧。', '服务有点懒散，免费供应的食品没什么意义。', '希望可以改进。']",温泉水质不是很有特色的那种池子的清洁做的不够还是会在水中看到污物很多池子不能使用房间里有发霉的迹象平时打扫不多吧服务有点懒散免费供应的食品没什么意义希望可以改进,"['温泉', '水质', '不是', '很', '有', '特色', '的', '那种', '池子', '的', '清洁', '做', '的', '不够', '还是', '会', '在', '水中', '看到', '污物', '很多', '池子', '不能', '使用', '房间', '里', '有', '发霉', '的', '迹象', '平时', '打扫', '不多', '吧', '服务', '有点', '懒散', '免费', '供应', '的', '食品', '没什么', '意义', '希望', '可以', '改进']"
954,各方面都比较正规，用的精油很好，技师手法还是比较专业的，认真服务，一整套做下来人已经很放松了，环境也很干净卫生，水温气温也很合适，性价比已经很高了。,1,['各方面都比较正规，用的精油很好，技师手法还是比较专业的，认真服务，一整套做下来人已经很放松了，环境也很干净卫生，水温气温也很合适，性价比已经很高了。'],各方面都比较正规用的精油很好技师手法还是比较专业的认真服务一整套做下来人已经很放松了环境也很干净卫生水温气温也很合适性价比已经很高了,"['各', '方面', '都', '比较', '正规', '用', '的', '精油', '很', '好', '技师', '手法', '还是', '比较', '专业', '的', '认真', '服务', '一整套', '做', '下来', '人', '已经', '很', '放松', '了', '环境', '也', '很', '干净', '卫生', '水温', '气温', '也', '很', '合适', '性价比', '已经', '很', '高', '了']"
955,酒店交通便利，服务设施齐全，度假村里很干净，在炎热的天气里也给人一种清静的感觉。套间里面的设施都比较新，很整齐，夜晚很安静。度假村里面可以钓鱼和各种休闲活动，还回来，好评！,1,"['酒店交通便利，服务设施齐全，度假村里很干净，在炎热的天气里也给人一种清静的感觉。', '套间里面的设施都比较新，很整齐，夜晚很安静。', '度假村里面可以钓鱼和各种休闲活动，还回来，好评！']",酒店交通便利服务设施齐全度假村里很干净在炎热的天气里也给人一种清静的感觉套间里面的设施都比较新很整齐夜晚很安静度假村里面可以钓鱼和各种休闲活动还回来好评,"['酒店', '交通', '便利', '服务设施', '齐全', '度假村', '里', '很', '干净', '在', '炎热', '的', '天气', '里', '也', '给', '人', '一种', '清静', '的', '感觉', '套间', '里面', '的', '设施', '都', '比较', '新', '很', '整齐', '夜晚', '很', '安静', '度假村', '里面', '可以', '钓鱼', '和', '各种', '休闲活动', '还', '回来', '好评']"
956,这个地方很一般，首先门面不太好找，找到之后进去感觉环境一般，心想就试一次吧，结果服务也很一般，按摩师不专业。,1,['这个地方很一般，首先门面不太好找，找到之后进去感觉环境一般，心想就试一次吧，结果服务也很一般，按摩师不专业。'],这个地方很一般首先门面不太好找找到之后进去感觉环境一般心想就试一次吧结果服务也很一般按摩师不专业,"['这个', '地方', '很', '一般', '首先', '门面', '不太好', '找', '找到', '之后', '进去', '感觉', '环境', '一般', '心想', '就试', '一次', '吧', '结果', '服务', '也', '很', '一般', '按摩师', '不', '专业']"
957,去逛旺山生态园   就住在这里面   里面的设施真的是    大厅里面没空调    毛巾灰灰的也不柔软   感觉  很多人用过的样子   五星的酒店没有泳池没有健身房    泡温泉也需要重新缴费  性价比不高   不欢乐的一次体验,1,['去逛旺山生态园   就住在这里面   里面的设施真的是    大厅里面没空调    毛巾灰灰的也不柔软   感觉  很多人用过的样子   五星的酒店没有泳池没有健身房    泡温泉也需要重新缴费  性价比不高   不欢乐的一次体验'],去逛旺山生态园就住在这里面里面的设施真的是大厅里面没空调毛巾灰灰的也不柔软感觉很多人用过的样子五星的酒店没有泳池没有健身房泡温泉也需要重新缴费性价比不高不欢乐的一次体验,"['去逛', '旺山', '生态园', '就', '住', '在', '这', '里面', '里面', '的', '设施', '真的', '是', '大厅', '里面', '没', '空调', '毛巾', '灰灰', '的', '也', '不', '柔软', '感觉', '很多', '人用', '过', '的', '样子', '五星', '的', '酒店', '没有', '泳池', '没有', '健身房', '泡温泉', '也', '需要', '重新', '缴费', '性价比', '不高', '不', '欢乐', '的', '一次', '体验']"
958,地方在重庆壁山区   离大学城也挺近的   给我的感觉非常棒   性价比超级好  房间的设施很棒   好不容易腾出来时间和家人一起出来  这个地方给了我们非凡的体验  床很大很舒服   出来住酒店最开心的一次  下次还会带朋友再来一次,1,['地方在重庆壁山区   离大学城也挺近的   给我的感觉非常棒   性价比超级好  房间的设施很棒   好不容易腾出来时间和家人一起出来  这个地方给了我们非凡的体验  床很大很舒服   出来住酒店最开心的一次  下次还会带朋友再来一次'],地方在重庆壁山区离大学城也挺近的给我的感觉非常棒性价比超级好房间的设施很棒好不容易腾出来时间和家人一起出来这个地方给了我们非凡的体验床很大很舒服出来住酒店最开心的一次下次还会带朋友再来一次,"['地方', '在', '重庆', '壁', '山区', '离', '大学城', '也', '挺', '近', '的', '给', '我', '的', '感觉', '非常', '棒', '性价比', '超级', '好', '房间', '的', '设施', '很棒', '好不容易', '腾出来', '时间', '和', '家人', '一起', '出来', '这个', '地方', '给', '了', '我们', '非凡', '的', '体验', '床', '很大', '很', '舒服', '出来', '住', '酒店', '最', '开心', '的', '一次', '下次', '还会', '带', '朋友', '再', '来', '一次']"
959,每次去都要等好久，而且场地很小，周围还有很多树，很不安全，每次都怕会撞在树上，还不断地有人来问要不要教练，有种被拉着不放做推销的感觉。,1,['每次去都要等好久，而且场地很小，周围还有很多树，很不安全，每次都怕会撞在树上，还不断地有人来问要不要教练，有种被拉着不放做推销的感觉。'],每次去都要等好久而且场地很小周围还有很多树很不安全每次都怕会撞在树上还不断地有人来问要不要教练有种被拉着不放做推销的感觉,"['每次', '去', '都', '要', '等', '好久', '而且', '场地', '很小', '周围', '还有', '很多', '树', '很', '不', '安全', '每次', '都', '怕', '会', '撞', '在', '树上', '还', '不断', '地', '有人', '来', '问要', '不要', '教练', '有种', '被', '拉', '着', '不放', '做', '推销', '的', '感觉']"
960,酒店交通便利，服务很到位，酒店内各种设施都很齐全，硬件设施都是非常给力的，是个泡温泉日光浴、度假放松的好地方，有时间一定还会再来！,1,['酒店交通便利，服务很到位，酒店内各种设施都很齐全，硬件设施都是非常给力的，是个泡温泉日光浴、度假放松的好地方，有时间一定还会再来！'],酒店交通便利服务很到位酒店内各种设施都很齐全硬件设施都是非常给力的是个泡温泉日光浴度假放松的好地方有时间一定还会再来,"['酒店', '交通', '便利', '服务', '很', '到位', '酒店', '内', '各种', '设施', '都', '很', '齐全', '硬件', '设施', '都', '是', '非常', '给力', '的', '是', '个', '泡温泉', '日光浴', '度假', '放松', '的', '好', '地方', '有', '时间', '一定', '还会', '再', '来']"
961,秋天想出去看看风景，听说木兰系列的天池被评为5A级风景区，就一个人来了，学生票只花了32块钱。上来之后才发现性价比是真的高啊啊啊，还有栈道什么的修的真的是很方便游客行走，这一趟绝对超值!,1,"['秋天想出去看看风景，听说木兰系列的天池被评为5A级风景区，就一个人来了，学生票只花了32块钱。', '上来之后才发现性价比是真的高啊啊啊，还有栈道什么的修的真的是很方便游客行走，这一趟绝对超值!']",秋天想出去看看风景听说木兰系列的天池被评为级风景区就一个人来了学生票只花了块钱上来之后才发现性价比是真的高啊啊啊还有栈道什么的修的真的是很方便游客行走这一趟绝对超值,"['秋天', '想', '出去', '看看', '风景', '听说', '木兰', '系列', '的', '天池', '被', '评为', '级', '风景区', '就', '一个', '人来', '了', '学生票', '只花', '了', '块钱', '上来', '之后', '才', '发现', '性价比', '是', '真的', '高', '啊啊啊', '还有', '栈道', '什么', '的', '修', '的', '真的', '是', '很', '方便', '游客', '行走', '这', '一趟', '绝对', '超值']"
962,本来怀着很大的期待，但是里面的环境是真的不好，很油腻的感觉。技师的手法也很一般，来这里都是想要放松的，但是事实上并没有给人这样的感觉，里面的卫生条件也并不好，总体来说很亏。,1,"['本来怀着很大的期待，但是里面的环境是真的不好，很油腻的感觉。', '技师的手法也很一般，来这里都是想要放松的，但是事实上并没有给人这样的感觉，里面的卫生条件也并不好，总体来说很亏。']",本来怀着很大的期待但是里面的环境是真的不好很油腻的感觉技师的手法也很一般来这里都是想要放松的但是事实上并没有给人这样的感觉里面的卫生条件也并不好总体来说很亏,"['本来', '怀着', '很大', '的', '期待', '但是', '里面', '的', '环境', '是', '真的', '不好', '很', '油腻', '的', '感觉', '技师', '的', '手法', '也', '很', '一般', '来', '这里', '都', '是', '想要', '放松', '的', '但是', '事实上', '并', '没有', '给', '人', '这样', '的', '感觉', '里面', '的', '卫生条件', '也', '并', '不好', '总体', '来说', '很亏']"
963,上周末因朋友推荐而去的，但那天天气不太好，所以去的路上还是比较辛苦，虽下雨，但人还是很多，因此里面垃圾也较多，清洁卫生做的不是很好，池子虽多，但很多都在维修中，反正对那天的旅行不是很满意 ,1,['上周末因朋友推荐而去的，但那天天气不太好，所以去的路上还是比较辛苦，虽下雨，但人还是很多，因此里面垃圾也较多，清洁卫生做的不是很好，池子虽多，但很多都在维修中，反正对那天的旅行不是很满意'],上周末因朋友推荐而去的但那天天气不太好所以去的路上还是比较辛苦虽下雨但人还是很多因此里面垃圾也较多清洁卫生做的不是很好池子虽多但很多都在维修中反正对那天的旅行不是很满意,"['上周末', '因', '朋友', '推荐', '而', '去', '的', '但', '那天', '天气', '不太好', '所以', '去', '的', '路上', '还是', '比较', '辛苦', '虽', '下雨', '但', '人', '还是', '很多', '因此', '里面', '垃圾', '也', '较', '多', '清洁卫生', '做', '的', '不是', '很', '好', '池子', '虽多', '但', '很多', '都', '在', '维修', '中', '反正', '对', '那天', '的', '旅行', '不是', '很', '满意']"
964,在巽寮湾海滩，旁边是个公园，地理位置超好，酒店比较大，有室内、室外游泳池、儿童游泳，设备很全。服务态度也很好，会给你赠送免费早餐，而且也很好吃，总之很满意了,1,"['在巽寮湾海滩，旁边是个公园，地理位置超好，酒店比较大，有室内、室外游泳池、儿童游泳，设备很全。', '服务态度也很好，会给你赠送免费早餐，而且也很好吃，总之很满意了']",在巽寮湾海滩旁边是个公园地理位置超好酒店比较大有室内室外游泳池儿童游泳设备很全服务态度也很好会给你赠送免费早餐而且也很好吃总之很满意了,"['在', '巽', '寮', '湾', '海滩', '旁边', '是', '个', '公园', '地理位置', '超好', '酒店', '比较', '大有', '室内', '室外', '游泳池', '儿童', '游泳', '设备', '很全', '服务态度', '也', '很', '好', '会', '给', '你', '赠送', '免费', '早餐', '而且', '也', '很', '好吃', '总之', '很', '满意', '了']"
965,我都无心吐槽了，人太多了排队就要排好久，而且根本不值！雪量少场地也小，还死贵死贵坑人钱，而且安全性我觉得有欠缺，滑雪的话我觉得有机会还是去新疆或者东北那边滑吧！,1,"['我都无心吐槽了，人太多了排队就要排好久，而且根本不值！', '雪量少场地也小，还死贵死贵坑人钱，而且安全性我觉得有欠缺，滑雪的话我觉得有机会还是去新疆或者东北那边滑吧！']",我都无心吐槽了人太多了排队就要排好久而且根本不值雪量少场地也小还死贵死贵坑人钱而且安全性我觉得有欠缺滑雪的话我觉得有机会还是去新疆或者东北那边滑吧,"['我', '都', '无心', '吐槽', '了', '人太多', '了', '排队', '就要', '排', '好久', '而且', '根本', '不值', '雪量', '少', '场地', '也', '小', '还', '死', '贵死贵', '坑人', '钱', '而且', '安全性', '我', '觉得', '有', '欠缺', '滑雪', '的话', '我', '觉得', '有', '机会', '还是', '去', '新疆', '或者', '东北', '那边', '滑', '吧']"
966,好不容易腾出时间跟家人一起度假放松，真是一个好去处啊！很喜欢海景房，环境真的太赞了，房间挺大的非常舒适。而且很干净，卫生也很好很有保障，还蛮喜欢的。温泉和沙滩也挺不错，适合带老人孩子来度假，下次一定还会来这里享受一番。,1,"['好不容易腾出时间跟家人一起度假放松，真是一个好去处啊！', '很喜欢海景房，环境真的太赞了，房间挺大的非常舒适。', '而且很干净，卫生也很好很有保障，还蛮喜欢的。', '温泉和沙滩也挺不错，适合带老人孩子来度假，下次一定还会来这里享受一番。']",好不容易腾出时间跟家人一起度假放松真是一个好去处啊很喜欢海景房环境真的太赞了房间挺大的非常舒适而且很干净卫生也很好很有保障还蛮喜欢的温泉和沙滩也挺不错适合带老人孩子来度假下次一定还会来这里享受一番,"['好不容易', '腾出', '时间', '跟', '家人', '一起', '度假', '放松', '真是', '一个', '好去处', '啊', '很', '喜欢', '海景房', '环境', '真的', '太赞', '了', '房间', '挺大', '的', '非常', '舒适', '而且', '很', '干净', '卫生', '也', '很', '好', '很', '有', '保障', '还', '蛮', '喜欢', '的', '温泉', '和', '沙滩', '也', '挺不错', '适合', '带', '老人', '孩子', '来', '度假', '下次', '一定', '还会来', '这里', '享受', '一番']"
967,环境是很符合“照骗”的说法的，管理确实还不错，不过温泉最重要的水质是真的糟透了，下次不会再来了，这个水质，连一根一根搓澡下来的脏泥都看得到呐。。。。。,1,"['环境是很符合“照骗”的说法的，管理确实还不错，不过温泉最重要的水质是真的糟透了，下次不会再来了，这个水质，连一根一根搓澡下来的脏泥都看得到呐。', '。。', '。。']",环境是很符合照骗的说法的管理确实还不错不过温泉最重要的水质是真的糟透了下次不会再来了这个水质连一根一根搓澡下来的脏泥都看得到呐,"['环境', '是', '很', '符合', '照骗', '的', '说法', '的', '管理', '确实', '还', '不错', '不过', '温泉', '最', '重要', '的', '水质', '是', '真的', '糟透了', '下次', '不会', '再来', '了', '这个', '水质', '连', '一根', '一根', '搓澡', '下来', '的', '脏', '泥', '都', '看', '得到', '呐']"
968,按按摩师手法很棒！超舒服！感觉是非常值得的一次体验，无论从经历上时间上还是价格上都是。前台小哥很热情的，接待很让人觉得温暖，而且还推荐按摩师。环境也很赞，非常的高大上。总而言之是非常非常满意的。,1,"['按按摩师手法很棒！', '超舒服！', '感觉是非常值得的一次体验，无论从经历上时间上还是价格上都是。', '前台小哥很热情的，接待很让人觉得温暖，而且还推荐按摩师。', '环境也很赞，非常的高大上。', '总而言之是非常非常满意的。']",按按摩师手法很棒超舒服感觉是非常值得的一次体验无论从经历上时间上还是价格上都是前台小哥很热情的接待很让人觉得温暖而且还推荐按摩师环境也很赞非常的高大上总而言之是非常非常满意的,"['按', '按摩师', '手法', '很棒', '超', '舒服', '感觉', '是', '非常', '值得', '的', '一次', '体验', '无论', '从', '经历', '上', '时间', '上', '还是', '价格', '上', '都', '是', '前台', '小哥', '很', '热情', '的', '接待', '很', '让', '人', '觉得', '温暖', '而且', '还', '推荐', '按摩师', '环境', '也', '很', '赞', '非常', '的', '高大', '上', '总而言之', '是', '非常', '非常', '满意', '的']"
969,非常棒!水很清，偶尔还能看到鱼，山上也很舒服，虽然是大太阳天，但在树木环绕下也不觉得很热。空气比起城市里要清新很多，平时工作学习累了假期可以来这里放松，非常值得,1,"['非常棒!水很清，偶尔还能看到鱼，山上也很舒服，虽然是大太阳天，但在树木环绕下也不觉得很热。', '空气比起城市里要清新很多，平时工作学习累了假期可以来这里放松，非常值得']",非常棒水很清偶尔还能看到鱼山上也很舒服虽然是大太阳天但在树木环绕下也不觉得很热空气比起城市里要清新很多平时工作学习累了假期可以来这里放松非常值得,"['非常', '棒水', '很', '清', '偶尔', '还', '能', '看到', '鱼', '山上', '也', '很', '舒服', '虽然', '是', '大', '太阳', '天', '但', '在', '树木', '环绕', '下', '也', '不', '觉得', '很', '热空气', '比起', '城市', '里', '要', '清新', '很多', '平时', '工作', '学习', '累', '了', '假期', '可以', '来', '这里', '放松', '非常', '值得']"
970,算是泡过最好的温泉之一了，水质很好，很少有脏东西。环境比较幽静，泡起来很有感觉。酒店设施也很不错，美观大方。虽然人多，但服务员态度都较好。总之是个值得一去的地方,1,"['算是泡过最好的温泉之一了，水质很好，很少有脏东西。', '环境比较幽静，泡起来很有感觉。', '酒店设施也很不错，美观大方。', '虽然人多，但服务员态度都较好。', '总之是个值得一去的地方']",算是泡过最好的温泉之一了水质很好很少有脏东西环境比较幽静泡起来很有感觉酒店设施也很不错美观大方虽然人多但服务员态度都较好总之是个值得一去的地方,"['算是', '泡过', '最好', '的', '温泉', '之一', '了', '水质', '很', '好', '很少', '有', '脏东西', '环境', '比较', '幽静', '泡起来', '很', '有', '感觉', '酒店设施', '也', '很', '不错', '美观大方', '虽然', '人多', '但', '服务员', '态度', '都', '较', '好', '总之', '是', '个', '值得', '一去', '的', '地方']"
971,环境很不错，温泉很舒服，但是人是真的多，而且服务态度很不好，让我整个人都不好了，虽然水很好但是心情却被搞坏了，整个过程也不开心。。。,1,"['环境很不错，温泉很舒服，但是人是真的多，而且服务态度很不好，让我整个人都不好了，虽然水很好但是心情却被搞坏了，整个过程也不开心。', '。。']",环境很不错温泉很舒服但是人是真的多而且服务态度很不好让我整个人都不好了虽然水很好但是心情却被搞坏了整个过程也不开心,"['环境', '很', '不错', '温泉', '很', '舒服', '但是', '人', '是', '真的', '多', '而且', '服务态度', '很', '不好', '让', '我', '整个', '人', '都', '不好', '了', '虽然', '水', '很', '好', '但是', '心情', '却', '被', '搞坏', '了', '整个', '过程', '也', '不', '开心']"
972,位置很好，距离并不远，旁边还有个公园，设施很全很全。几乎是你想得到的想不到的全都有，还有酒店的私人沙滩，很不错，最重要的是性价比真的很高，感觉花的很值很满意。,1,"['位置很好，距离并不远，旁边还有个公园，设施很全很全。', '几乎是你想得到的想不到的全都有，还有酒店的私人沙滩，很不错，最重要的是性价比真的很高，感觉花的很值很满意。']",位置很好距离并不远旁边还有个公园设施很全很全几乎是你想得到的想不到的全都有还有酒店的私人沙滩很不错最重要的是性价比真的很高感觉花的很值很满意,"['位置', '很', '好', '距离', '并', '不远', '旁边', '还有', '个', '公园', '设施', '很全', '很', '全', '几乎', '是', '你', '想得到', '的', '想不到', '的', '全都', '有', '还有', '酒店', '的', '私人', '沙滩', '很', '不错', '最', '重要', '的', '是', '性价比', '真的', '很', '高', '感觉', '花', '的', '很值', '很', '满意']"
973,去了很多温泉，这家算是比较喜欢的。水质特别棒。服务也特别好，温泉池选择很多，也有趣味性。休息区很舒服，值这个价。,1,"['去了很多温泉，这家算是比较喜欢的。', '水质特别棒。', '服务也特别好，温泉池选择很多，也有趣味性。', '休息区很舒服，值这个价。']",去了很多温泉这家算是比较喜欢的水质特别棒服务也特别好温泉池选择很多也有趣味性休息区很舒服值这个价,"['去', '了', '很多', '温泉', '这家', '算是', '比较', '喜欢', '的', '水质', '特别', '棒', '服务', '也', '特别', '好', '温泉', '池', '选择', '很多', '也', '有', '趣味性', '休息区', '很', '舒服', '值', '这个', '价']"
974,地理位置不错，但是设施陈旧，房间打扫的不仔细，卫生不行，隔音也不好。早饭品种太少，几乎全是素的。不会考虑再来。,1,"['地理位置不错，但是设施陈旧，房间打扫的不仔细，卫生不行，隔音也不好。', '早饭品种太少，几乎全是素的。', '不会考虑再来。']",地理位置不错但是设施陈旧房间打扫的不仔细卫生不行隔音也不好早饭品种太少几乎全是素的不会考虑再来,"['地理位置', '不错', '但是', '设施', '陈旧', '房间', '打扫', '的', '不', '仔细', '卫生', '不行', '隔音', '也', '不好', '早饭', '品种', '太', '少', '几乎', '全是', '素', '的', '不会', '考虑', '再', '来']"
975,天池环境超级好，水很清澈干净，外婆桥也很有趣，去一次性价比很高，风景真的很纯净安静，玻璃桥不恐怖走一走也无伤大雅了哈哈哈总之是一次很好的体验了,1,['天池环境超级好，水很清澈干净，外婆桥也很有趣，去一次性价比很高，风景真的很纯净安静，玻璃桥不恐怖走一走也无伤大雅了哈哈哈总之是一次很好的体验了'],天池环境超级好水很清澈干净外婆桥也很有趣去一次性价比很高风景真的很纯净安静玻璃桥不恐怖走一走也无伤大雅了哈哈哈总之是一次很好的体验了,"['天池', '环境', '超级', '好水', '很', '清澈', '干净', '外婆桥', '也', '很', '有趣', '去', '一次', '性价比', '很', '高', '风景', '真的', '很', '纯净', '安静', '玻璃', '桥', '不', '恐怖', '走', '一', '走', '也', '无伤大雅', '了', '哈哈哈', '总之', '是', '一次', '很', '好', '的', '体验', '了']"
